split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,2,4,128,32,0.6809941509999362,0.10074107858064683,3.8039675869999883,535.350667559,539.154635146
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,2,5,128,32,0.681457034999994,0.10073715712903483,3.804308906000074,535.350958422,539.155267328
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,2,6,128,32,0.6823273399999152,0.10072120925806596,3.80468482699996,535.349759357,539.154444184
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,2,7,128,32,0.6831967439999289,0.1007101596129037,3.8052116919999435,535.349122273,539.154333965
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,0,128,32,0.6939006879999852,0.10070963058064403,3.81589923599995,539.157943054,542.97384229
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,1,128,32,0.15398914900004002,0.11487245083870792,3.715035124999986,539.157172931,542.872208056
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,2,128,32,0.6930360729999165,0.10072056706451715,3.8153736519999484,539.158626138,542.97399979
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,3,128,32,0.6939363079999339,0.1007171517419355,3.8161680119999346,539.157408966,542.973576978
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,4,128,32,0.6935987269999941,0.10073260861290398,3.8163095940000176,539.157640473,542.973950067
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,5,128,32,0.6924847559999989,0.10071136425806564,3.814537048000034,539.158957094,542.973494142
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,6,128,32,0.6933917929999325,0.10071608922580635,3.8155905589999293,539.158171882,542.973762441
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,3,7,128,32,0.6948577959999511,0.10067457096774081,3.815769495999916,539.156896736,542.9726662319999
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,0,128,32,0.7006023229999983,0.10080165545161524,3.8254536420000704,542.976690206,546.802143848
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,1,128,32,0.701265254999953,0.10078290651612802,3.8255353569999215,542.975915544,546.801450901
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,2,128,32,0.6995540330000267,0.10078368487096477,3.8238482639999347,542.978084339,546.801932603
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,3,128,32,0.7013883969999597,0.10079805667742074,3.8261281540000027,542.976159433,546.802287587
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,4,128,32,0.7004282789999934,0.10079604412903204,3.8251056469999867,542.976973527,546.802079174
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,5,128,32,0.7005266489999258,0.10078358441935434,3.82481776599991,542.977196,546.802013766
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,6,128,32,0.700638400999992,0.10081302309677379,3.8258421169999792,542.976402443,546.80224456
training,phase_training,phase_training_pulse_00,decode,128,32,8,46.0,2040,4,7,128,32,0.1595836799999688,0.11502643064516398,3.7254030300000522,542.97561318,546.70101621
