split,sequence,block_id,workload_phase,prompt_tokens,output_tokens,concurrency,requested_power_limit_w,requested_clock_mhz,batch_index,request_index,prompt_tokens_observed,completion_tokens,ttft_s,tpot_s,total_s,start_elapsed_s,end_elapsed_s
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,1,128,128,1.0480930119999812,0.10150664691338433,13.939437169999792,1161.089406038,1175.028843208
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,2,128,128,0.17033820000006017,0.1076110520472444,13.836941810000098,1161.090207513,1174.927149323
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,3,128,128,1.0470880990001206,0.1015055300472448,13.93829041500021,1161.090889831,1175.0291802460001
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,4,128,128,1.0472091750000345,0.10150710206299147,13.938611136999953,1161.089966758,1175.028577895
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,5,128,128,1.0481419740001456,0.10150720912598286,13.93955753299997,1161.089675625,1175.029233158
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,6,128,128,1.0465324419999433,0.10150044713385954,13.937089228000104,1161.091370981,1175.028460209
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,18,7,128,128,1.0488667059998988,0.10150430227559007,13.939913094999838,1161.088857332,1175.028770427
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,0,128,128,1.0665049709998584,0.10150536293700876,13.957686063999972,1175.031566992,1188.989253056
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,1,128,128,1.0659323180000229,0.10150762137007899,13.957400232000055,1175.032080467,1188.989480699
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,2,128,128,1.0654238879999411,0.10150580340945002,13.956660921000093,1175.032429075,1188.989089996
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,3,128,128,1.0647635730001639,0.10150885420472422,13.95638805700014,1175.033168234,1188.989556291
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,4,128,128,0.1900104559999818,0.10759629987401563,13.854740539999966,1175.032869223,1188.887609763
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,5,128,128,1.0643249110000852,0.10150407682677065,13.955342667999957,1175.033456015,1188.988798683
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,6,128,128,1.0656272480000553,0.10150980546456673,13.95737254200003,1175.03180549,1188.989178032
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,19,7,128,128,1.0664216679999754,0.10150575102362223,13.957652048,1175.03126055,1188.988912598
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,0,128,128,0.19656614400014405,0.10754879295275599,13.855262849000155,1188.992325238,1202.847588087
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,1,128,128,1.0659994339998775,0.10150596393700867,13.95725685399998,1188.99289167,1202.950148524
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,2,128,128,1.0650846879998426,0.10150109398425165,13.955723623999802,1188.993504917,1202.949228541
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,3,128,128,1.0664560929999425,0.10150270144094438,13.957299175999879,1188.992037744,1202.94933692
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,4,128,128,1.065008354999918,0.10150627982677078,13.956305892999808,1188.9937576940001,1202.950063587
training,training_a,training_a_plateau_00,decode,128,128,8,40.0,2040,20,5,128,128,1.0660371479998503,0.10149964073228356,13.956491520999862,1188.992636353,1202.949127874
